stageid,traversedpath,accountid,name,accountnumber,accountratingcode,address1_composite,address1_addresstypecode,address1_city,address1_country,address1_county,address1_fax,address1_freighttermscode,address1_latitude,address1_longitude,address1_name,address1_postofficebox,address1_primarycontactname,address1_stateorprovince,address1_line1,address1_line2,address1_line3,address1_telephone2,address1_telephone3,address1_postalcode,address2_composite,address2_addresstypecode,address2_city,address2_country,address2_county,address2_fax,address2_latitude,address2_longitude,address2_name,address2_postofficebox,address2_primarycontactname,address2_stateorprovince,address2_line1,address2_line2,address2_line3,address2_telephone1,address2_telephone2,address2_telephone3,address2_postalcode,address1_telephone1,aging30,aging30_base,aging60,aging60_base,aging90,aging90_base,revenue,revenue_base,businesstypecode,accountcategorycode,accountclassificationcode,creditonhold,creditlimit,creditlimit_base,customersizecode,entityimage,description,donotbulkemail,donotbulkpostalmail,donotemail,donotfax,donotpostalmail,donotphone,emailaddress1,emailaddress2,emailaddress3,entityimageid,exchangerate,msdyn_externalaccountid,fax,followemail,ftpsiteurl,importsequencenumber,industrycode,lastusedincampaign,lastonholdtime,telephone1,marketcap,marketcap_base,marketingonly,merged,numberofemployees,onholdtime,opendeals,opendeals_date,opendeals_state,openrevenue,openrevenue_base,openrevenue_date,openrevenue_state,telephone2,ownershipcode,participatesinworkflow,paymenttermscode,preferredappointmentdaycode,preferredcontactmethodcode,preferredappointmenttimecode,primarysatoriid,primarytwitterid,processid,customertypecode,donotsendmm,sharesoutstanding,shippingmethodcode,sic,statuscode,statecode,stockexchange,msdyn_taxexempt,msdyn_taxexemptnumber,teamsfollowed,telephone3,territorycode,tickersymbol,timespentbymeonemailandmeetings,timezoneruleversionnumber,msdyn_travelcharge,msdyn_travelcharge_base,msdyn_travelchargetype,utcconversiontimezonecode,versionnumber,websiteurl,msdyn_workorderinstructions,yominame,msdyn_billingaccount,createdbyexternalparty,transactioncurrencyid,slainvokedid,masterid,modifiedbyexternalparty,originatingleadid,owningbusinessunit,parentaccountid,preferredequipmentid,msdyn_preferredresource,preferredserviceid,preferredsystemuserid,primarycontactid,defaultpricelevelid,msdyn_salestaxcode,msdyn_serviceterritory,slaid,territoryid,msdyn_workhourtemplate
,,276c3f4b-1be7-e611-8101-e0071b6af231,Southridge Video Engineering,,Default Value,"800 Convention Place
Seattle, WA 98101
USA",,Seattle,USA,,,,47.61082,-122.33184,,,,WA,800 Convention Place,,,,,98101,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Trudy Dickson,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-5817,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221503,http://www.contososuites.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,dba07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,236c3f4b-1be7-e611-8101-e0071b6af231,Southridge Video,,Default Value,"661 120th Ave NE
Bellevue, WA 98005
United States",,Bellevue,United States,,,,47.61582,-122.18071,,,,WA,661 120th Ave NE,,,,,98005,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Bette Goodman,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-9533,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221502,http://www.bestforyouorganics.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,d9a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,216c3f4b-1be7-e611-8101-e0071b6af231,Northwind Traders Integration,,Default Value,"626 NE 106TH
Bellevue, WA 98004
USA",,Bellevue,USA,,,,47.61574,-122.19871,,,,WA,626 NE 106TH,,,,,98004,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Clay Clemente,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-4831,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221501,http://www.munsonspicklesandpreservesfarm.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,d7a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,1f6c3f4b-1be7-e611-8101-e0071b6af231,Northwind Traders Assembly,,Default Value,"604 228th Ave NE
Sammamish, WA 98074
USA",,Sammamish,USA,,,,47.44815,-122.15384,,,,WA,604 228th Ave NE,,,,,98074,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Max McLean,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-3323,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221500,http://www.consolidatedmessenger.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,d5a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,1d6c3f4b-1be7-e611-8101-e0071b6af231,Northwind Traders Instrumentation,,Default Value,"601 Union Street
Seattle, WA 98101
USA",,Seattle,USA,,,,47.66971,-122.1215,,,,WA,601 Union Street,,,,,98101,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Randy Thiel,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-0420,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221499,http://www.libertysdelightfulsinfulbakeryandcafe.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,d3a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,1b6c3f4b-1be7-e611-8101-e0071b6af231,Northwind Traders Electronics,,Default Value,"601 108th Ave NE
Bellevue, WA 98004
United States",,Bellevue,United States,,,,47.61584,-122.19686,,,,WA,601 108th Ave NE,,,,,98004,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Margarita Russo,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-5371,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221498,http://www.thephone-company.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,d1a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,196c3f4b-1be7-e611-8101-e0071b6af231,Northwind Traders Fabrication,,Default Value,"516 1st Ave W
Seattle, WA 98109
USA",,Seattle,USA,,,,47.6236,-122.35529,,,,WA,516 1st Ave W,,,,,98109,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Claudia Ballard,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-2881,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221497,http://www.proseware.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,cfa07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,176c3f4b-1be7-e611-8101-e0071b6af231,Northwind Traders Engineering,,Default Value,"4851 Lakemont Blvd SE
Bellevue, WA 98006
USA",,Bellevue,USA,,,,47.53556,-122.12893,,,,WA,4851 Lakemont Blvd SE,,,,,98006,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Everett Fielder,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-1596,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221496,http://www.lucernepublishing.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,cda07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,156c3f4b-1be7-e611-8101-e0071b6af231,Northwind Traders,,Default Value,"4754 42nd Ave SW
Seattle, WA 98116
USA",,Seattle,USA,,,,47.56013,-122.3853,,,,WA,4754 42nd Ave SW,,,,,98116,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,230000,230000,Default Value,,Default Value,false,,,Default Value,,Heriberto Nathan,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-9330,,,false,false,200,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221495,http://www.margiestravel.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,cba07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,136c3f4b-1be7-e611-8101-e0071b6af231,Litware Integration,,Default Value,"439 Rainier Avenue South
Renton, WA 98055
USA",,Renton,USA,,,,47.47748,-122.21587,,,,WA,439 Rainier Avenue South,,,,,98055,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Carol McLaughlin,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-8641,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221494,http://www.humongousinsurance.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,c9a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,0f6c3f4b-1be7-e611-8101-e0071b6af231,Litware Instrumentation,,Default Value,"417 Broadway E
Seattle, WA 98102
USA",,Seattle,USA,,,,47.62215,-122.32086,,,,WA,417 Broadway E,,,,,98102,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Jayne Carr,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-9602,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221492,http://www.nodpublishers.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,c5a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,0d6c3f4b-1be7-e611-8101-e0071b6af231,Litware Electronics,,Default Value,"4011 S 164th
Seattle, WA 98188
USA",,Seattle,USA,,,,47.45629,-122.2832,,,,WA,4011 S 164th,,,,,98188,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Rudolph Schiller,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-2062,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221491,http://www.contoso2.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,c3a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,0b6c3f4b-1be7-e611-8101-e0071b6af231,Litware Fabrication,,Default Value,"400 Pine Street
Seattle, WA 98101
USA",,Seattle,USA,,,,47.61123,-122.33742,,,,WA,400 Pine Street,,,,,98101,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Terrie Patrick,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-9425,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221490,http://www.graphicdesigninstitute.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,c1a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,096c3f4b-1be7-e611-8101-e0071b6af231,Litware Engineering,,Default Value,"3720 SE 128th Street
Bellevue, WA 98006
USA",,Bellevue,USA,,,,47.57752,-122.17026,,,,WA,3720 SE 128th Street,,,,,98006,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Eloise Steele,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-0554,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221489,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,bfa07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,036c3f4b-1be7-e611-8101-e0071b6af231,Trey Research Instrumentation,,Default Value,"3205 Harrison St
Seattle, WA 98109
USA",,Seattle,USA,,,,47.622,-122.34582,,,,WA,3205 Harrison St,,,,,98109,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Alexis Fry,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-0872,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221487,http://wingtiptoys.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,b7a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,ff6b3f4b-1be7-e611-8101-e0071b6af231,Trey Research Fabrication,,Default Value,"3016 Issaquah-Pine Lake Road  SE
Sammamish, WA 98075
USA",,Sammamish,USA,,,,47.47976,-122.21458,,,,WA,3016 Issaquah-Pine Lake Road  SE,,,,,98075,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Jodi Ferrell,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-9441,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221485,http://www.vanarsdelltd.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,b3a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,fd6b3f4b-1be7-e611-8101-e0071b6af231,Trey Research Engineering,,Default Value,"2707 Rainier Avenue South
Seattle, WA 98144
USA",,Seattle,USA,,,,47.5792,-122.29881,,,,WA,2707 Rainier Avenue South,,,,,98144,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Freida Farley,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-9480,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221484,http://www.northwindelectriccars.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,b1a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,fb6b3f4b-1be7-e611-8101-e0071b6af231,Fabrikam West,,Default Value,"2622 California Ave SW
Seattle, WA 98116
USA",,Seattle,USA,,,,47.58073,-122.38639,,,,WA,2622 California Ave SW,,,,,98116,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-4078,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221483,http://fabrikamresidences.co,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,f76b3f4b-1be7-e611-8101-e0071b6af231,"Litware, Inc.",,Default Value,"2500 SW Barton
Seattle, WA 98126
USA",,Seattle,USA,,,,47.5211,-122.3652,,,,WA,2500 SW Barton,,,,,98126,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Mack Fannin,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-8595,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221481,http://www.tailspintoys.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,bda07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,f56b3f4b-1be7-e611-8101-e0071b6af231,Contoso Pharma Integration,,Default Value,"22833 Bothell Way SE
Bothell, WA 98021
USA",,Bothell,USA,,,,47.79087,-122.21684,,,,WA,22833 Bothell Way SE,,,,,98021,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-5112,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221480,http://www.southridgevideo.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,f36b3f4b-1be7-e611-8101-e0071b6af231,Contoso Pharma Assembly,,Default Value,"2100 Queen Anne Ave N
Seattle, WA 98109
USA",,Seattle,USA,,,,47.6372,-122.3569,,,,WA,2100 Queen Anne Ave N,,,,,98109,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-5131,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221479,http://www.fineartschool.net,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,f16b3f4b-1be7-e611-8101-e0071b6af231,Contoso Pharma Instrumentation,,Default Value,"2020 Maltby Road
Bothell, WA 98021
USA",,Bothell,USA,,,,47.80932,-122.20669,,,,WA,2020 Maltby Road,,,,,98021,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-0585,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221478,http://www.relecloud.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,ef6b3f4b-1be7-e611-8101-e0071b6af231,Contoso Pharma Electronics,,Default Value,"2020 - 148th Ave NE
Redmond, WA 98052
USA",,Redmond,USA,,,,47.62807,-122.14306,,,,WA,2020 - 148th Ave NE,,,,,98052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-0668,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221477,http://www.cohovineyardandwinery.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,ed6b3f4b-1be7-e611-8101-e0071b6af231,Contoso Pharma Fabrication,,Default Value,"18931 Bothell Way NE
Bothell, WA 98011
USA",,Bothell,USA,,,,47.7652,-122.20919,,,,WA,18931 Bothell Way NE,,,,,98011,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-7825,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221476,http://www.cohovineyard.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,eb6b3f4b-1be7-e611-8101-e0071b6af231,Contoso Pharma Engineering,,Default Value,"18404 120th Avenue NE
Bothell, WA 98011
USA",,Bothell,USA,,,,47.75936,-122.17497,,,,WA,18404 120th Avenue NE,,,,,98011,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-7548,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221475,http://www.bellowscollege.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,e96b3f4b-1be7-e611-8101-e0071b6af231,Contoso Pharma,,Default Value,"16500 N.E. 74th
Redmond, WA 98052
USA",,Redmond,USA,,,,47.6706,-122.12156,,,,WA,16500 N.E. 74th,,,,,98052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-8536,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221474,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,e56b3f4b-1be7-e611-8101-e0071b6af231,Contoso Assembly,,Default Value,"1617 Sixth Ave.
Seattle, WA 98101
USA",,Seattle,USA,,,,47.61264,-122.33602,,,,WA,1617 Sixth Ave.,,,,,98101,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Bobbi Christian,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-4255,,,false,false,,,1,2/3/2020 10:15:36 PM,1,320000,320000,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221473,http://www.lamnahealtcare.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,aba07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,e36b3f4b-1be7-e611-8101-e0071b6af231,Contoso Instrumentation,,Default Value,"15738 Redmond Way
Redmond, WA 98052
USA",,Redmond,USA,,,,47.67429,-122.12964,,,,WA,15738 Redmond Way,,,,,98052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Tommie Bowers,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-9590,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221472,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,a9a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
